location,date,hour,day_of_week,total_slots,occupied_slots,available_slots,bookings,historical_occupancy,occupancy_rate,demand_level
OMR IT Park,2026-07-21,0,1,300,28,272,14,10.16,9.33,LOW
OMR IT Park,2026-07-21,1,1,300,28,272,9,5.67,9.33,LOW
OMR IT Park,2026-07-21,2,1,300,23,277,9,10.45,7.67,LOW
OMR IT Park,2026-07-21,3,1,300,8,292,2,5.0,2.67,LOW
OMR IT Park,2026-07-21,4,1,300,21,279,8,9.16,7.0,LOW
OMR IT Park,2026-07-21,5,1,300,8,292,2,6.77,2.67,LOW
OMR IT Park,2026-07-21,6,1,300,12,288,4,5.0,4.0,LOW
OMR IT Park,2026-07-21,7,1,300,9,291,5,5.0,3.0,LOW
OMR IT Park,2026-07-21,8,1,300,210,90,78,73.35,70.0,MEDIUM
OMR IT Park,2026-07-21,9,1,300,281,19,124,90.92,93.67,HIGH
OMR IT Park,2026-07-21,10,1,300,218,82,105,74.12,72.67,MEDIUM
OMR IT Park,2026-07-21,11,1,300,273,27,118,91.53,91.0,HIGH
OMR IT Park,2026-07-21,12,1,300,289,11,105,87.56,96.33,HIGH
OMR IT Park,2026-07-21,13,1,300,271,29,90,92.61,90.33,HIGH
OMR IT Park,2026-07-21,14,1,300,247,53,90,81.24,82.33,HIGH
OMR IT Park,2026-07-21,15,1,300,279,21,103,90.66,93.0,HIGH
OMR IT Park,2026-07-21,16,1,300,257,43,89,90.19,85.67,HIGH
OMR IT Park,2026-07-21,17,1,300,193,107,52,70.55,64.33,MEDIUM
OMR IT Park,2026-07-21,18,1,300,164,136,33,65.81,54.67,MEDIUM
OMR IT Park,2026-07-21,19,1,300,214,86,44,65.31,71.33,MEDIUM
OMR IT Park,2026-07-21,20,1,300,86,214,30,28.49,28.67,LOW
OMR IT Park,2026-07-21,21,1,300,62,238,23,20.9,20.67,LOW
OMR IT Park,2026-07-21,22,1,300,49,251,21,18.22,16.33,LOW
OMR IT Park,2026-07-21,23,1,300,8,292,4,11.38,2.67,LOW
Anna Nagar Center,2026-07-21,0,1,100,9,91,2,10.52,9.0,LOW
Anna Nagar Center,2026-07-21,1,1,100,17,83,8,13.66,17.0,LOW
Anna Nagar Center,2026-07-21,2,1,100,25,75,10,21.5,25.0,LOW
Anna Nagar Center,2026-07-21,3,1,100,20,80,4,24.27,20.0,LOW
Anna Nagar Center,2026-07-21,4,1,100,9,91,4,15.51,9.0,LOW
Anna Nagar Center,2026-07-21,5,1,100,9,91,4,7.97,9.0,LOW
Anna Nagar Center,2026-07-21,6,1,100,11,89,3,19.93,11.0,LOW
Anna Nagar Center,2026-07-21,7,1,100,4,96,2,14.35,4.0,LOW
Anna Nagar Center,2026-07-21,8,1,100,50,50,12,46.98,50.0,MEDIUM
Anna Nagar Center,2026-07-21,9,1,100,59,41,15,56.66,59.0,MEDIUM
Anna Nagar Center,2026-07-21,10,1,100,46,54,15,44.43,46.0,LOW
Anna Nagar Center,2026-07-21,11,1,100,68,32,20,67.26,68.0,MEDIUM
Anna Nagar Center,2026-07-21,12,1,100,66,34,25,64.01,66.0,MEDIUM
Anna Nagar Center,2026-07-21,13,1,100,77,23,30,67.92,77.0,MEDIUM
Anna Nagar Center,2026-07-21,14,1,100,67,33,21,75.84,67.0,MEDIUM
Anna Nagar Center,2026-07-21,15,1,100,75,25,16,72.51,75.0,MEDIUM
Anna Nagar Center,2026-07-21,16,1,100,59,41,25,59.31,59.0,MEDIUM
Anna Nagar Center,2026-07-21,17,1,100,63,37,31,55.92,63.0,MEDIUM
Anna Nagar Center,2026-07-21,18,1,100,82,18,21,84.34,82.0,HIGH
Anna Nagar Center,2026-07-21,19,1,100,67,33,27,64.58,67.0,MEDIUM
Anna Nagar Center,2026-07-21,20,1,100,88,12,30,85.71,88.0,HIGH
Anna Nagar Center,2026-07-21,21,1,100,67,33,14,67.38,67.0,MEDIUM
Anna Nagar Center,2026-07-21,22,1,100,11,89,4,15.66,11.0,LOW
Anna Nagar Center,2026-07-21,23,1,100,27,73,8,23.68,27.0,LOW
Guindy Corporate Park,2026-07-21,0,1,180,19,161,7,7.92,10.56,LOW
Guindy Corporate Park,2026-07-21,1,1,180,4,176,1,5.0,2.22,LOW
Guindy Corporate Park,2026-07-21,2,1,180,12,168,4,7.42,6.67,LOW
Guindy Corporate Park,2026-07-21,3,1,180,4,176,2,5.0,2.22,LOW
Guindy Corporate Park,2026-07-21,4,1,180,19,161,7,5.0,10.56,LOW
Guindy Corporate Park,2026-07-21,5,1,180,19,161,4,10.79,10.56,LOW
Guindy Corporate Park,2026-07-21,6,1,180,17,163,8,5.69,9.44,LOW
Guindy Corporate Park,2026-07-21,7,1,180,6,174,2,6.69,3.33,LOW
Guindy Corporate Park,2026-07-21,8,1,180,136,44,51,86.63,75.56,MEDIUM
Guindy Corporate Park,2026-07-21,9,1,180,144,36,32,80.17,80.0,HIGH
Guindy Corporate Park,2026-07-21,10,1,180,171,9,35,98.0,95.0,HIGH
Guindy Corporate Park,2026-07-21,11,1,180,155,25,75,88.54,86.11,HIGH
Guindy Corporate Park,2026-07-21,12,1,180,168,12,40,98.0,93.33,HIGH
Guindy Corporate Park,2026-07-21,13,1,180,167,13,46,94.71,92.78,HIGH
Guindy Corporate Park,2026-07-21,14,1,180,158,22,39,81.98,87.78,HIGH
Guindy Corporate Park,2026-07-21,15,1,180,152,28,42,89.06,84.44,HIGH
Guindy Corporate Park,2026-07-21,16,1,180,179,1,74,98.0,99.44,HIGH
Guindy Corporate Park,2026-07-21,17,1,180,120,60,54,63.48,66.67,MEDIUM
Guindy Corporate Park,2026-07-21,18,1,180,129,51,38,77.41,71.67,MEDIUM
Guindy Corporate Park,2026-07-21,19,1,180,96,84,35,52.39,53.33,MEDIUM
Guindy Corporate Park,2026-07-21,20,1,180,24,156,5,19.89,13.33,LOW
Guindy Corporate Park,2026-07-21,21,1,180,31,149,15,6.77,17.22,LOW
Guindy Corporate Park,2026-07-21,22,1,180,53,127,13,24.92,29.44,LOW
Guindy Corporate Park,2026-07-21,23,1,180,7,173,4,10.61,3.89,LOW
Chennai Mall,2026-07-22,0,2,150,38,112,16,14.83,25.33,LOW
Chennai Mall,2026-07-22,1,2,150,20,130,9,11.45,13.33,LOW
Chennai Mall,2026-07-22,2,2,150,27,123,10,8.65,18.0,LOW
Chennai Mall,2026-07-22,3,2,150,12,138,5,14.15,8.0,LOW
Chennai Mall,2026-07-22,4,2,150,19,131,10,9.22,12.67,LOW
Chennai Mall,2026-07-22,5,2,150,32,118,15,25.54,21.33,LOW
Chennai Mall,2026-07-22,6,2,150,12,138,5,7.66,8.0,LOW
Chennai Mall,2026-07-22,7,2,150,9,141,3,5.0,6.0,LOW
Chennai Mall,2026-07-22,8,2,150,40,110,10,11.35,26.67,LOW
Chennai Mall,2026-07-22,9,2,150,14,136,5,5.16,9.33,LOW
Chennai Mall,2026-07-22,10,2,150,13,137,4,13.46,8.67,LOW
Chennai Mall,2026-07-22,11,2,150,20,130,4,16.05,13.33,LOW
Chennai Mall,2026-07-22,12,2,150,58,92,20,35.28,38.67,LOW
Chennai Mall,2026-07-22,13,2,150,87,63,26,53.46,58.0,MEDIUM
Chennai Mall,2026-07-22,14,2,150,57,93,20,38.25,38.0,LOW
Chennai Mall,2026-07-22,15,2,150,94,56,20,58.73,62.67,MEDIUM
Chennai Mall,2026-07-22,16,2,150,37,113,13,25.3,24.67,LOW
Chennai Mall,2026-07-22,17,2,150,131,19,53,73.0,87.33,HIGH
Chennai Mall,2026-07-22,18,2,150,113,37,26,72.04,75.33,MEDIUM
Chennai Mall,2026-07-22,19,2,150,108,42,42,76.28,72.0,MEDIUM
Chennai Mall,2026-07-22,20,2,150,123,27,58,82.19,82.0,HIGH
Chennai Mall,2026-07-22,21,2,150,120,30,48,76.45,80.0,HIGH
Chennai Mall,2026-07-22,22,2,150,52,98,23,41.41,34.67,LOW
Chennai Mall,2026-07-22,23,2,150,45,105,12,23.97,30.0,LOW
T Nagar Commercial Hub,2026-07-22,0,2,120,11,109,3,5.0,9.17,LOW
T Nagar Commercial Hub,2026-07-22,1,2,120,19,101,7,5.0,15.83,LOW
T Nagar Commercial Hub,2026-07-22,2,2,120,11,109,5,15.55,9.17,LOW
T Nagar Commercial Hub,2026-07-22,3,2,120,10,110,3,5.0,8.33,LOW
T Nagar Commercial Hub,2026-07-22,4,2,120,15,105,5,5.0,12.5,LOW
T Nagar Commercial Hub,2026-07-22,5,2,120,29,91,13,12.59,24.17,LOW
T Nagar Commercial Hub,2026-07-22,6,2,120,24,96,8,23.44,20.0,LOW
T Nagar Commercial Hub,2026-07-22,7,2,120,25,95,5,18.49,20.83,LOW
T Nagar Commercial Hub,2026-07-22,8,2,120,23,97,7,14.94,19.17,LOW
T Nagar Commercial Hub,2026-07-22,9,2,120,14,106,5,17.25,11.67,LOW
T Nagar Commercial Hub,2026-07-22,10,2,120,86,34,19,69.01,71.67,MEDIUM
T Nagar Commercial Hub,2026-07-22,11,2,120,82,38,40,77.21,68.33,MEDIUM
T Nagar Commercial Hub,2026-07-22,12,2,120,80,40,21,76.67,66.67,MEDIUM
T Nagar Commercial Hub,2026-07-22,13,2,120,80,40,19,67.47,66.67,MEDIUM
T Nagar Commercial Hub,2026-07-22,14,2,120,90,30,24,75.81,75.0,MEDIUM
T Nagar Commercial Hub,2026-07-22,15,2,120,84,36,38,59.08,70.0,MEDIUM
T Nagar Commercial Hub,2026-07-22,16,2,120,87,33,29,64.29,72.5,MEDIUM
T Nagar Commercial Hub,2026-07-22,17,2,120,95,25,25,61.81,79.17,MEDIUM
T Nagar Commercial Hub,2026-07-22,18,2,120,85,35,24,69.61,70.83,MEDIUM
T Nagar Commercial Hub,2026-07-22,19,2,120,65,55,31,66.16,54.17,MEDIUM
T Nagar Commercial Hub,2026-07-22,20,2,120,45,75,20,33.88,37.5,LOW
T Nagar Commercial Hub,2026-07-22,21,2,120,53,67,25,53.93,44.17,LOW
T Nagar Commercial Hub,2026-07-22,22,2,120,42,78,13,38.54,35.0,LOW
T Nagar Commercial Hub,2026-07-22,23,2,120,13,107,5,13.77,10.83,LOW
Velachery Metro Station,2026-07-22,0,2,200,38,162,10,18.59,19.0,LOW
Velachery Metro Station,2026-07-22,1,2,200,21,179,9,5.71,10.5,LOW
Velachery Metro Station,2026-07-22,2,2,200,25,175,10,20.93,12.5,LOW
Velachery Metro Station,2026-07-22,3,2,200,20,180,8,12.81,10.0,LOW
Velachery Metro Station,2026-07-22,4,2,200,32,168,10,20.63,16.0,LOW
Velachery Metro Station,2026-07-22,5,2,200,30,170,14,5.0,15.0,LOW
Velachery Metro Station,2026-07-22,6,2,200,19,181,4,7.6,9.5,LOW
Velachery Metro Station,2026-07-22,7,2,200,175,25,41,88.96,87.5,HIGH
Velachery Metro Station,2026-07-22,8,2,200,186,14,84,94.6,93.0,HIGH
Velachery Metro Station,2026-07-22,9,2,200,167,33,69,79.71,83.5,HIGH
Velachery Metro Station,2026-07-22,10,2,200,177,23,66,95.56,88.5,HIGH
Velachery Metro Station,2026-07-22,11,2,200,170,30,39,77.99,85.0,HIGH
Velachery Metro Station,2026-07-22,12,2,200,168,32,77,81.46,84.0,HIGH
Velachery Metro Station,2026-07-22,13,2,200,136,64,64,71.88,68.0,MEDIUM
Velachery Metro Station,2026-07-22,14,2,200,165,35,48,87.91,82.5,HIGH
Velachery Metro Station,2026-07-22,15,2,200,166,34,45,81.12,83.0,HIGH
Velachery Metro Station,2026-07-22,16,2,200,137,63,56,72.0,68.5,MEDIUM
Velachery Metro Station,2026-07-22,17,2,200,186,14,91,93.3,93.0,HIGH
Velachery Metro Station,2026-07-22,18,2,200,177,23,38,79.21,88.5,HIGH
Velachery Metro Station,2026-07-22,19,2,200,173,27,81,82.39,86.5,HIGH
Velachery Metro Station,2026-07-22,20,2,200,176,24,36,98.0,88.0,HIGH
Velachery Metro Station,2026-07-22,21,2,200,63,137,20,31.24,31.5,LOW
Velachery Metro Station,2026-07-22,22,2,200,89,111,23,43.24,44.5,LOW
Velachery Metro Station,2026-07-22,23,2,200,96,104,48,45.64,48.0,LOW
OMR IT Park,2026-07-22,0,2,300,15,285,5,5.0,5.0,LOW
OMR IT Park,2026-07-22,1,2,300,10,290,3,9.52,3.33,LOW
OMR IT Park,2026-07-22,2,2,300,15,285,5,5.58,5.0,LOW
OMR IT Park,2026-07-22,3,2,300,21,279,6,5.0,7.0,LOW
OMR IT Park,2026-07-22,4,2,300,7,293,2,6.97,2.33,LOW
OMR IT Park,2026-07-22,5,2,300,11,289,5,5.0,3.67,LOW
OMR IT Park,2026-07-22,6,2,300,12,288,3,5.0,4.0,LOW
OMR IT Park,2026-07-22,7,2,300,9,291,3,5.0,3.0,LOW
OMR IT Park,2026-07-22,8,2,300,212,88,89,71.88,70.67,MEDIUM
OMR IT Park,2026-07-22,9,2,300,234,66,72,81.26,78.0,MEDIUM
OMR IT Park,2026-07-22,10,2,300,216,84,83,77.74,72.0,MEDIUM
OMR IT Park,2026-07-22,11,2,300,260,40,85,95.31,86.67,HIGH
OMR IT Park,2026-07-22,12,2,300,287,13,120,90.49,95.67,HIGH
OMR IT Park,2026-07-22,13,2,300,262,38,97,90.01,87.33,HIGH
OMR IT Park,2026-07-22,14,2,300,278,22,109,89.26,92.67,HIGH
OMR IT Park,2026-07-22,15,2,300,270,30,70,93.74,90.0,HIGH
OMR IT Park,2026-07-22,16,2,300,287,13,68,88.83,95.67,HIGH
OMR IT Park,2026-07-22,17,2,300,165,135,46,69.44,55.0,MEDIUM
OMR IT Park,2026-07-22,18,2,300,182,118,84,55.89,60.67,MEDIUM
OMR IT Park,2026-07-22,19,2,300,160,140,37,54.69,53.33,MEDIUM
OMR IT Park,2026-07-22,20,2,300,84,216,39,29.43,28.0,LOW
OMR IT Park,2026-07-22,21,2,300,61,239,19,15.74,20.33,LOW
OMR IT Park,2026-07-22,22,2,300,53,247,20,27.52,17.67,LOW
OMR IT Park,2026-07-22,23,2,300,7,293,3,9.57,2.33,LOW
Anna Nagar Center,2026-07-22,0,2,100,7,93,2,11.73,7.0,LOW
Anna Nagar Center,2026-07-22,1,2,100,11,89,4,5.0,11.0,LOW
Anna Nagar Center,2026-07-22,2,2,100,12,88,3,12.15,12.0,LOW
Anna Nagar Center,2026-07-22,3,2,100,18,82,4,21.93,18.0,LOW
Anna Nagar Center,2026-07-22,4,2,100,10,90,4,5.79,10.0,LOW
Anna Nagar Center,2026-07-22,5,2,100,5,95,2,5.0,5.0,LOW
Anna Nagar Center,2026-07-22,6,2,100,13,87,6,10.15,13.0,LOW
Anna Nagar Center,2026-07-22,7,2,100,21,79,9,15.57,21.0,LOW
Anna Nagar Center,2026-07-22,8,2,100,59,41,25,58.29,59.0,MEDIUM
Anna Nagar Center,2026-07-22,9,2,100,55,45,22,62.93,55.0,MEDIUM
Anna Nagar Center,2026-07-22,10,2,100,59,41,18,58.54,59.0,MEDIUM
Anna Nagar Center,2026-07-22,11,2,100,43,57,13,42.91,43.0,LOW
Anna Nagar Center,2026-07-22,12,2,100,87,13,19,81.01,87.0,HIGH
Anna Nagar Center,2026-07-22,13,2,100,80,20,32,90.24,80.0,HIGH
Anna Nagar Center,2026-07-22,14,2,100,90,10,25,73.41,90.0,HIGH
Anna Nagar Center,2026-07-22,15,2,100,87,13,25,85.17,87.0,HIGH
Anna Nagar Center,2026-07-22,16,2,100,49,51,23,53.13,49.0,LOW
Anna Nagar Center,2026-07-22,17,2,100,51,49,15,56.41,51.0,MEDIUM
Anna Nagar Center,2026-07-22,18,2,100,71,29,20,72.85,71.0,MEDIUM
Anna Nagar Center,2026-07-22,19,2,100,73,27,23,61.78,73.0,MEDIUM
Anna Nagar Center,2026-07-22,20,2,100,78,22,25,80.69,78.0,MEDIUM
Anna Nagar Center,2026-07-22,21,2,100,80,20,25,79.05,80.0,HIGH
Anna Nagar Center,2026-07-22,22,2,100,23,77,11,21.98,23.0,LOW
Anna Nagar Center,2026-07-22,23,2,100,8,92,3,5.53,8.0,LOW
Guindy Corporate Park,2026-07-22,0,2,180,6,174,2,5.0,3.33,LOW
Guindy Corporate Park,2026-07-22,1,2,180,11,169,5,16.06,6.11,LOW
Guindy Corporate Park,2026-07-22,2,2,180,4,176,1,8.2,2.22,LOW
Guindy Corporate Park,2026-07-22,3,2,180,15,165,6,9.44,8.33,LOW
Guindy Corporate Park,2026-07-22,4,2,180,20,160,9,5.0,11.11,LOW
Guindy Corporate Park,2026-07-22,5,2,180,20,160,9,7.39,11.11,LOW
Guindy Corporate Park,2026-07-22,6,2,180,11,169,3,7.27,6.11,LOW
Guindy Corporate Park,2026-07-22,7,2,180,18,162,4,8.51,10.0,LOW
Guindy Corporate Park,2026-07-22,8,2,180,169,11,77,90.76,93.89,HIGH
Guindy Corporate Park,2026-07-22,9,2,180,169,11,43,94.17,93.89,HIGH
Guindy Corporate Park,2026-07-22,10,2,180,144,36,35,73.31,80.0,HIGH
Guindy Corporate Park,2026-07-22,11,2,180,152,28,70,86.66,84.44,HIGH
Guindy Corporate Park,2026-07-22,12,2,180,140,40,28,78.88,77.78,MEDIUM
Guindy Corporate Park,2026-07-22,13,2,180,149,31,55,83.98,82.78,HIGH
Guindy Corporate Park,2026-07-22,14,2,180,157,23,66,86.23,87.22,HIGH
Guindy Corporate Park,2026-07-22,15,2,180,174,6,82,94.94,96.67,HIGH
Guindy Corporate Park,2026-07-22,16,2,180,165,15,79,98.0,91.67,HIGH
Guindy Corporate Park,2026-07-22,17,2,180,116,64,28,66.47,64.44,MEDIUM
Guindy Corporate Park,2026-07-22,18,2,180,122,58,53,73.13,67.78,MEDIUM
Guindy Corporate Park,2026-07-22,19,2,180,116,64,56,59.58,64.44,MEDIUM
Guindy Corporate Park,2026-07-22,20,2,180,34,146,13,25.1,18.89,LOW
Guindy Corporate Park,2026-07-22,21,2,180,58,122,14,27.31,32.22,LOW
Guindy Corporate Park,2026-07-22,22,2,180,49,131,16,25.24,27.22,LOW
Guindy Corporate Park,2026-07-22,23,2,180,10,170,4,10.2,5.56,LOW
Chennai Mall,2026-07-23,0,3,150,26,124,9,17.74,17.33,LOW
Chennai Mall,2026-07-23,1,3,150,23,127,6,12.17,15.33,LOW
Chennai Mall,2026-07-23,2,3,150,38,112,12,26.54,25.33,LOW
Chennai Mall,2026-07-23,3,3,150,28,122,13,16.87,18.67,LOW
Chennai Mall,2026-07-23,4,3,150,4,146,2,8.42,2.67,LOW
Chennai Mall,2026-07-23,5,3,150,26,124,6,18.35,17.33,LOW
Chennai Mall,2026-07-23,6,3,150,29,121,8,17.01,19.33,LOW
Chennai Mall,2026-07-23,7,3,150,9,141,3,14.42,6.0,LOW
Chennai Mall,2026-07-23,8,3,150,28,122,7,17.0,18.67,LOW
Chennai Mall,2026-07-23,9,3,150,28,122,9,7.66,18.67,LOW
Chennai Mall,2026-07-23,10,3,150,10,140,3,9.95,6.67,LOW
Chennai Mall,2026-07-23,11,3,150,20,130,5,13.11,13.33,LOW
Chennai Mall,2026-07-23,12,3,150,65,85,25,37.54,43.33,LOW
Chennai Mall,2026-07-23,13,3,150,90,60,23,49.79,60.0,MEDIUM
Chennai Mall,2026-07-23,14,3,150,88,62,31,55.78,58.67,MEDIUM
Chennai Mall,2026-07-23,15,3,150,78,72,26,55.55,52.0,MEDIUM
Chennai Mall,2026-07-23,16,3,150,36,114,13,28.47,24.0,LOW
Chennai Mall,2026-07-23,17,3,150,98,52,34,63.7,65.33,MEDIUM
Chennai Mall,2026-07-23,18,3,150,118,32,39,81.26,78.67,MEDIUM
Chennai Mall,2026-07-23,19,3,150,100,50,34,71.3,66.67,MEDIUM
Chennai Mall,2026-07-23,20,3,150,119,31,45,81.4,79.33,MEDIUM
Chennai Mall,2026-07-23,21,3,150,123,27,59,72.0,82.0,HIGH
Chennai Mall,2026-07-23,22,3,150,48,102,22,35.98,32.0,LOW
Chennai Mall,2026-07-23,23,3,150,30,120,14,19.83,20.0,LOW
T Nagar Commercial Hub,2026-07-23,0,3,120,13,107,3,14.02,10.83,LOW
T Nagar Commercial Hub,2026-07-23,1,3,120,15,105,5,11.01,12.5,LOW
T Nagar Commercial Hub,2026-07-23,2,3,120,25,95,11,13.41,20.83,LOW
T Nagar Commercial Hub,2026-07-23,3,3,120,11,109,2,7.88,9.17,LOW
T Nagar Commercial Hub,2026-07-23,4,3,120,19,101,4,22.53,15.83,LOW
T Nagar Commercial Hub,2026-07-23,5,3,120,27,93,12,20.07,22.5,LOW
T Nagar Commercial Hub,2026-07-23,6,3,120,15,105,5,8.98,12.5,LOW
T Nagar Commercial Hub,2026-07-23,7,3,120,16,104,4,15.82,13.33,LOW
T Nagar Commercial Hub,2026-07-23,8,3,120,13,107,4,23.51,10.83,LOW
T Nagar Commercial Hub,2026-07-23,9,3,120,14,106,4,6.51,11.67,LOW
T Nagar Commercial Hub,2026-07-23,10,3,120,79,41,25,69.72,65.83,MEDIUM
T Nagar Commercial Hub,2026-07-23,11,3,120,84,36,21,66.55,70.0,MEDIUM
T Nagar Commercial Hub,2026-07-23,12,3,120,97,23,43,84.89,80.83,HIGH
T Nagar Commercial Hub,2026-07-23,13,3,120,78,42,24,62.14,65.0,MEDIUM
T Nagar Commercial Hub,2026-07-23,14,3,120,79,41,33,61.07,65.83,MEDIUM
T Nagar Commercial Hub,2026-07-23,15,3,120,79,41,27,64.2,65.83,MEDIUM
T Nagar Commercial Hub,2026-07-23,16,3,120,74,46,20,55.93,61.67,MEDIUM
T Nagar Commercial Hub,2026-07-23,17,3,120,99,21,39,81.78,82.5,HIGH
T Nagar Commercial Hub,2026-07-23,18,3,120,83,37,22,67.01,69.17,MEDIUM
T Nagar Commercial Hub,2026-07-23,19,3,120,86,34,19,78.98,71.67,MEDIUM
T Nagar Commercial Hub,2026-07-23,20,3,120,69,51,19,55.31,57.5,MEDIUM
T Nagar Commercial Hub,2026-07-23,21,3,120,60,60,24,48.03,50.0,MEDIUM
T Nagar Commercial Hub,2026-07-23,22,3,120,70,50,28,52.55,58.33,MEDIUM
T Nagar Commercial Hub,2026-07-23,23,3,120,12,108,5,15.55,10.0,LOW
Velachery Metro Station,2026-07-23,0,3,200,32,168,9,11.63,16.0,LOW
Velachery Metro Station,2026-07-23,1,3,200,11,189,3,5.67,5.5,LOW
Velachery Metro Station,2026-07-23,2,3,200,12,188,4,8.94,6.0,LOW
Velachery Metro Station,2026-07-23,3,3,200,10,190,4,6.67,5.0,LOW
Velachery Metro Station,2026-07-23,4,3,200,22,178,5,14.84,11.0,LOW
Velachery Metro Station,2026-07-23,5,3,200,32,168,6,7.07,16.0,LOW
Velachery Metro Station,2026-07-23,6,3,200,29,171,9,24.44,14.5,LOW
Velachery Metro Station,2026-07-23,7,3,200,195,5,44,93.96,97.5,HIGH
Velachery Metro Station,2026-07-23,8,3,200,160,40,62,80.28,80.0,HIGH
Velachery Metro Station,2026-07-23,9,3,200,167,33,79,88.49,83.5,HIGH
Velachery Metro Station,2026-07-23,10,3,200,153,47,54,88.98,76.5,MEDIUM
Velachery Metro Station,2026-07-23,11,3,200,163,37,67,80.22,81.5,HIGH
Velachery Metro Station,2026-07-23,12,3,200,158,42,53,71.47,79.0,MEDIUM
Velachery Metro Station,2026-07-23,13,3,200,174,26,81,85.57,87.0,HIGH
Velachery Metro Station,2026-07-23,14,3,200,151,49,46,76.47,75.5,MEDIUM
Velachery Metro Station,2026-07-23,15,3,200,146,54,47,73.93,73.0,MEDIUM
Velachery Metro Station,2026-07-23,16,3,200,147,53,57,77.6,73.5,MEDIUM
Velachery Metro Station,2026-07-23,17,3,200,170,30,35,89.86,85.0,HIGH
Velachery Metro Station,2026-07-23,18,3,200,180,20,47,80.33,90.0,HIGH
Velachery Metro Station,2026-07-23,19,3,200,189,11,50,91.3,94.5,HIGH
Velachery Metro Station,2026-07-23,20,3,200,176,24,81,86.42,88.0,HIGH
Velachery Metro Station,2026-07-23,21,3,200,85,115,35,45.96,42.5,LOW
Velachery Metro Station,2026-07-23,22,3,200,103,97,33,48.83,51.5,MEDIUM
Velachery Metro Station,2026-07-23,23,3,200,77,123,19,42.09,38.5,LOW
OMR IT Park,2026-07-23,0,3,300,11,289,5,8.21,3.67,LOW
OMR IT Park,2026-07-23,1,3,300,6,294,2,5.0,2.0,LOW
OMR IT Park,2026-07-23,2,3,300,6,294,3,5.0,2.0,LOW
OMR IT Park,2026-07-23,3,3,300,6,294,2,11.06,2.0,LOW
OMR IT Park,2026-07-23,4,3,300,19,281,4,8.3,6.33,LOW
OMR IT Park,2026-07-23,5,3,300,6,294,3,16.02,2.0,LOW
OMR IT Park,2026-07-23,6,3,300,6,294,3,13.78,2.0,LOW
OMR IT Park,2026-07-23,7,3,300,18,282,8,12.78,6.0,LOW
OMR IT Park,2026-07-23,8,3,300,251,49,98,85.6,83.67,HIGH
OMR IT Park,2026-07-23,9,3,300,276,24,65,87.97,92.0,HIGH
OMR IT Park,2026-07-23,10,3,300,223,77,85,76.43,74.33,MEDIUM
OMR IT Park,2026-07-23,11,3,300,286,14,81,98.0,95.33,HIGH
OMR IT Park,2026-07-23,12,3,300,283,17,124,96.58,94.33,HIGH
OMR IT Park,2026-07-23,13,3,300,262,38,101,83.0,87.33,HIGH
OMR IT Park,2026-07-23,14,3,300,270,30,72,85.49,90.0,HIGH
OMR IT Park,2026-07-23,15,3,300,275,25,111,91.23,91.67,HIGH
OMR IT Park,2026-07-23,16,3,300,252,48,101,81.22,84.0,HIGH
OMR IT Park,2026-07-23,17,3,300,182,118,68,56.82,60.67,MEDIUM
OMR IT Park,2026-07-23,18,3,300,139,161,48,51.33,46.33,LOW
OMR IT Park,2026-07-23,19,3,300,157,143,69,54.36,52.33,MEDIUM
OMR IT Park,2026-07-23,20,3,300,81,219,24,24.78,27.0,LOW
OMR IT Park,2026-07-23,21,3,300,88,212,38,27.63,29.33,LOW
OMR IT Park,2026-07-23,22,3,300,98,202,29,33.02,32.67,LOW
OMR IT Park,2026-07-23,23,3,300,27,273,9,7.08,9.0,LOW
Anna Nagar Center,2026-07-23,0,3,100,22,78,7,24.6,22.0,LOW
Anna Nagar Center,2026-07-23,1,3,100,23,77,8,25.41,23.0,LOW
Anna Nagar Center,2026-07-23,2,3,100,27,73,10,15.66,27.0,LOW
Anna Nagar Center,2026-07-23,3,3,100,10,90,3,7.51,10.0,LOW
Anna Nagar Center,2026-07-23,4,3,100,6,94,3,8.25,6.0,LOW
Anna Nagar Center,2026-07-23,5,3,100,2,98,1,12.66,2.0,LOW
Anna Nagar Center,2026-07-23,6,3,100,17,83,4,16.61,17.0,LOW
Anna Nagar Center,2026-07-23,7,3,100,13,87,3,11.63,13.0,LOW
Anna Nagar Center,2026-07-23,8,3,100,52,48,24,44.7,52.0,MEDIUM
Anna Nagar Center,2026-07-23,9,3,100,62,38,26,62.08,62.0,MEDIUM
Anna Nagar Center,2026-07-23,10,3,100,48,52,19,47.19,48.0,LOW
Anna Nagar Center,2026-07-23,11,3,100,66,34,14,64.79,66.0,MEDIUM
Anna Nagar Center,2026-07-23,12,3,100,84,16,41,88.25,84.0,HIGH
Anna Nagar Center,2026-07-23,13,3,100,76,24,28,75.12,76.0,MEDIUM
Anna Nagar Center,2026-07-23,14,3,100,86,14,37,82.38,86.0,HIGH
Anna Nagar Center,2026-07-23,15,3,100,67,33,19,63.34,67.0,MEDIUM
Anna Nagar Center,2026-07-23,16,3,100,44,56,17,43.58,44.0,LOW
Anna Nagar Center,2026-07-23,17,3,100,58,42,28,66.52,58.0,MEDIUM
Anna Nagar Center,2026-07-23,18,3,100,85,15,39,87.63,85.0,HIGH
Anna Nagar Center,2026-07-23,19,3,100,80,20,33,81.02,80.0,HIGH
Anna Nagar Center,2026-07-23,20,3,100,68,32,28,58.73,68.0,MEDIUM
